timestamp,supply_air_temp_c,return_air_temp_c,fan_speed_pct,remote_avg_temp_c,unit,source
2026-01-20T11:40:01.978961+02:00,18.5,35.6,70,22,C,vertiv_modbus
2026-01-20T11:50:01.829121+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T12:00:01.561057+02:00,17.8,35.5,70,21.8,C,vertiv_modbus
2026-01-20T12:10:01.820136+02:00,18.2,35.6,70,22,C,vertiv_modbus
2026-01-20T12:20:01.690652+02:00,18.4,35.5,70,22,C,vertiv_modbus
2026-01-20T12:30:01.358777+02:00,17.8,35.5,70,21.8,C,vertiv_modbus
2026-01-20T12:40:01.444059+02:00,18.5,35.7,70,22,C,vertiv_modbus
2026-01-20T12:50:02.287708+02:00,17.7,35.4,70,21.8,C,vertiv_modbus
2026-01-20T13:00:01.968049+02:00,18,35.7,70,21.9,C,vertiv_modbus
2026-01-20T13:10:01.642611+02:00,18.1,35.4,70,21.9,C,vertiv_modbus
2026-01-20T13:20:01.686241+02:00,18.1,35.4,70,21.8,C,vertiv_modbus
2026-01-20T13:30:02.334702+02:00,17.7,35.4,70,21.8,C,vertiv_modbus
2026-01-20T13:40:02.165282+02:00,18.1,35.4,70,21.9,C,vertiv_modbus
2026-01-20T13:50:01.838707+02:00,17.7,35.5,70,21.8,C,vertiv_modbus
